Fan Usage Time (hours),Fan Power Rating (W),Fan Consumption (kWh),Bulb Usage Time (hours),Bulb Power Rating (W),Bulb Consumption (kWh),Bell Usage Time (hours),Bell Power Rating (W),Bell Consumption (kWh),Socket Usage Time (hours),Socket Power Rating (W),Socket Consumption (kWh),Bill Generated (INR)
254,75,19.05,321,10,3.21,67,5,0.335,161,50,8.05,203.78925000000004
287,75,21.525,230,10,2.3,58,5,0.29,177,50,8.85,219.21724999999998
52,75,3.9,161,10,1.61,54,5,0.27,220,50,11.0,111.58700000000002
314,75,23.55,332,10,3.32,115,5,0.575,394,50,19.7,313.51425
155,75,11.625,227,10,2.27,26,5,0.13,350,50,17.5,209.64125
128,75,9.6,262,10,2.62,84,5,0.42,122,50,6.1,124.621
139,75,10.425,159,10,1.59,50,5,0.25,102,50,5.1,115.47725000000003
244,75,18.3,170,10,1.7,96,5,0.48,376,50,18.8,261.21200000000005
217,75,16.275,68,10,0.68,65,5,0.325,102,50,5.1,148.82699999999997
155,75,11.625,147,10,1.47,96,5,0.48,353,50,17.65,207.64625
327,75,24.525,318,10,3.18,29,5,0.145,182,50,9.1,245.71749999999997
60,75,4.5,285,10,2.85,106,5,0.53,284,50,14.2,146.832
324,75,24.3,209,10,2.09,133,5,0.665,328,50,16.4,288.97575
139,75,10.425,207,10,2.07,62,5,0.31,280,50,14.0,178.25325
263,75,19.725,298,10,2.98,94,5,0.47,117,50,5.85,193.01625
244,75,18.3,67,10,0.67,129,5,0.645,210,50,10.5,200.26475000000002
256,75,19.2,233,10,2.33,145,5,0.725,54,50,2.7,165.95075000000003
342,75,25.65,191,10,1.91,22,5,0.11,87,50,4.35,212.933
98,75,7.35,87,10,0.87,120,5,0.6,257,50,12.85,144.1055
252,75,18.9,207,10,2.07,58,5,0.29,128,50,6.4,183.939
290,75,21.75,127,10,1.27,126,5,0.63,52,50,2.6,174.5625
102,75,7.65,98,10,0.98,70,5,0.35,178,50,8.9,118.90200000000003
299,75,22.425,207,10,2.07,127,5,0.635,272,50,13.6,257.5545
83,75,6.225,180,10,1.8,103,5,0.515,110,50,5.5,93.36600000000001
347,75,26.025,78,10,0.78,34,5,0.17,144,50,7.2,227.26375000000004
66,75,4.95,310,10,3.1,143,5,0.715,202,50,10.1,125.45225000000002
65,75,4.875,295,10,2.95,27,5,0.135,204,50,10.2,120.76400000000001
111,75,8.325,316,10,3.16,91,5,0.455,291,50,14.55,176.15850000000003
61,75,4.575,239,10,2.39,38,5,0.19,320,50,16.0,153.98075000000003
105,75,7.875,77,10,0.77,21,5,0.105,338,50,16.9,170.5725
149,75,11.175,309,10,3.09,62,5,0.31,171,50,8.55,153.78125
319,75,23.925,60,10,0.6,84,5,0.42,109,50,5.45,202.12675000000004
56,75,4.2,214,10,2.14,74,5,0.37,250,50,12.5,127.74650000000001
248,75,18.6,275,10,2.75,144,5,0.72,398,50,19.9,279.1005
240,75,18.0,113,10,1.13,47,5,0.235,92,50,4.6,159.36724999999998
183,75,13.725,204,10,2.04,108,5,0.54,195,50,9.75,173.26575
270,75,20.25,251,10,2.51,49,5,0.245,204,50,10.2,220.81325
247,75,18.525,285,10,2.85,94,5,0.47,273,50,13.65,236.04175
94,75,7.05,206,10,2.06,33,5,0.165,101,50,5.05,95.26125
185,75,13.875,272,10,2.72,41,5,0.205,132,50,6.6,155.60999999999999
63,75,4.725,125,10,1.25,36,5,0.18,186,50,9.3,102.77575
302,75,22.65,102,10,1.02,79,5,0.395,178,50,8.9,219.21724999999998
342,75,25.65,251,10,2.51,120,5,0.6,100,50,5.0,224.504
256,75,19.2,154,10,1.54,32,5,0.16,396,50,19.8,270.65500000000003
58,75,4.35,86,10,0.86,102,5,0.51,142,50,7.1,85.253
67,75,5.025,158,10,1.58,91,5,0.455,171,50,8.55,103.80650000000001
335,75,25.125,141,10,1.41,121,5,0.605,335,50,16.75,291.86850000000004
93,75,6.975,56,10,0.56,50,5,0.25,250,50,12.5,134.89525
136,75,10.2,274,10,2.74,35,5,0.175,361,50,18.05,207.24725
146,75,10.95,264,10,2.64,133,5,0.665,90,50,4.5,124.72075
213,75,15.975,116,10,1.16,90,5,0.45,130,50,6.5,160.16525
289,75,21.675,82,10,0.82,119,5,0.595,218,50,10.9,226.03350000000003
313,75,23.475,221,10,2.21,100,5,0.5,239,50,11.95,253.59775000000005
137,75,10.275,284,10,2.84,64,5,0.32,244,50,12.2,170.47275
323,75,24.225,211,10,2.11,79,5,0.395,356,50,17.8,296.1245
154,75,11.55,133,10,1.33,140,5,0.7,386,50,19.3,218.65200000000002
123,75,9.225,331,10,3.31,117,5,0.585,368,50,18.4,209.608
68,75,5.1,80,10,0.8,54,5,0.27,377,50,18.85,166.38300000000004
102,75,7.65,148,10,1.48,43,5,0.215,143,50,7.15,109.69175000000001
75,75,5.625,298,10,2.98,114,5,0.57,314,50,15.7,165.41875000000002
89,75,6.675,326,10,3.26,55,5,0.275,228,50,11.4,143.7065
188,75,14.1,272,10,2.72,138,5,0.69,91,50,4.55,146.699
51,75,3.825,249,10,2.49,103,5,0.515,100,50,5.0,78.6695
222,75,16.65,314,10,3.14,98,5,0.49,222,50,11.1,208.677
325,75,24.375,235,10,2.35,59,5,0.295,298,50,14.9,278.76800000000003
237,75,17.775,130,10,1.3,48,5,0.24,374,50,18.7,252.79975000000002
309,75,23.175,310,10,3.1,144,5,0.72,196,50,9.8,244.68675000000002
163,75,12.225,300,10,3.0,111,5,0.555,63,50,3.15,125.8845
77,75,5.775,261,10,2.61,92,5,0.46,348,50,17.4,174.52925
117,75,8.775,89,10,0.89,101,5,0.505,199,50,9.95,133.798
175,75,13.125,112,10,1.12,27,5,0.135,364,50,18.2,216.657
239,75,17.925,143,10,1.43,64,5,0.32,278,50,13.9,223.27375000000004
291,75,21.825,96,10,0.96,36,5,0.18,116,50,5.8,191.28725
51,75,3.825,254,10,2.54,44,5,0.22,279,50,13.95,136.55775
217,75,16.275,52,10,0.52,120,5,0.6,279,50,13.95,208.44425
135,75,10.125,117,10,1.17,94,5,0.47,215,50,10.75,149.72475
181,75,13.575,264,10,2.64,99,5,0.495,267,50,13.35,199.89900000000003
254,75,19.05,259,10,2.59,29,5,0.145,185,50,9.25,206.38275000000002
169,75,12.675,335,10,3.35,115,5,0.575,285,50,14.25,205.15250000000003
342,75,25.65,301,10,3.01,41,5,0.205,200,50,10.0,258.45225
268,75,20.1,165,10,1.65,97,5,0.485,121,50,6.05,188.09525000000002
283,75,21.225,67,10,0.67,59,5,0.295,297,50,14.85,246.31600000000006
167,75,12.525,326,10,3.26,75,5,0.375,141,50,7.05,154.34650000000002
209,75,15.675,161,10,1.61,44,5,0.22,76,50,3.8,141.67825000000002
231,75,17.325,207,10,2.07,86,5,0.43,171,50,8.55,188.69375000000002
151,75,11.325,325,10,3.25,138,5,0.69,374,50,18.7,225.86724999999998
250,75,18.75,74,10,0.74,146,5,0.73,127,50,6.35,176.69050000000001
95,75,7.125,105,10,1.05,115,5,0.575,386,50,19.3,186.53250000000003
150,75,11.25,259,10,2.59,80,5,0.4,231,50,11.55,171.5035
200,75,15.0,89,10,0.89,134,5,0.67,300,50,15.0,209.87400000000002
127,75,9.525,230,10,2.3,30,5,0.15,305,50,15.25,181.04625000000001
59,75,4.425,317,10,3.17,127,5,0.635,247,50,12.35,136.857
262,75,19.65,220,10,2.2,62,5,0.31,199,50,9.95,213.5315
59,75,4.425,89,10,0.89,92,5,0.46,105,50,5.25,73.31625
89,75,6.675,141,10,1.41,146,5,0.73,377,50,18.85,183.97225
278,75,20.85,152,10,1.52,88,5,0.44,382,50,19.1,278.70150000000007
191,75,14.325,154,10,1.54,35,5,0.175,367,50,18.35,228.69350000000003
249,75,18.675,54,10,0.54,46,5,0.23,396,50,19.8,260.97925000000004
213,75,15.975,344,10,3.44,126,5,0.63,211,50,10.55,203.45675
324,75,24.3,242,10,2.42,76,5,0.38,263,50,13.15,267.6625
191,75,14.325,109,10,1.09,88,5,0.44,302,50,15.1,205.85075
146,75,10.95,249,10,2.49,41,5,0.205,59,50,2.95,110.35675
328,75,24.6,305,10,3.05,131,5,0.655,226,50,11.3,263.37325000000004
336,75,25.2,155,10,1.55,81,5,0.405,290,50,14.5,277.00575000000003
103,75,7.725,120,10,1.2,139,5,0.695,389,50,19.45,193.31550000000001
76,75,5.7,329,10,3.29,124,5,0.62,394,50,19.7,194.9115
260,75,19.5,176,10,1.76,100,5,0.5,93,50,4.65,175.62650000000002
148,75,11.1,269,10,2.69,89,5,0.445,116,50,5.8,133.23275
88,75,6.6,194,10,1.94,42,5,0.21,270,50,13.5,147.9625
144,75,10.8,132,10,1.32,65,5,0.325,141,50,7.05,129.64175
149,75,11.175,64,10,0.64,129,5,0.645,72,50,3.6,106.79900000000002
286,75,21.45,76,10,0.76,139,5,0.695,350,50,17.5,268.69325000000003
205,75,15.375,204,10,2.04,132,5,0.66,203,50,10.15,187.69625000000002
293,75,21.975,318,10,3.18,96,5,0.48,363,50,18.15,291.17025
268,75,20.1,238,10,2.38,48,5,0.24,54,50,2.7,169.043
205,75,15.375,275,10,2.75,45,5,0.225,206,50,10.3,190.52250000000004
188,75,14.1,314,10,3.14,113,5,0.565,297,50,14.85,217.15575
120,75,9.0,196,10,1.96,144,5,0.72,294,50,14.7,175.42700000000002
322,75,24.15,313,10,3.13,102,5,0.51,325,50,16.25,292.866
197,75,14.775,124,10,1.24,91,5,0.455,360,50,18.0,229.2255
94,75,7.05,113,10,1.13,129,5,0.645,241,50,12.05,138.81875
197,75,14.775,201,10,2.01,42,5,0.21,109,50,5.45,149.25925
99,75,7.425,96,10,0.96,121,5,0.605,152,50,7.6,110.32350000000001
225,75,16.875,101,10,1.01,149,5,0.745,322,50,16.1,230.95450000000005
109,75,8.175,305,10,3.05,136,5,0.68,132,50,6.6,123.05825000000003
253,75,18.975,165,10,1.65,103,5,0.515,259,50,12.95,226.69850000000002
216,75,16.2,202,10,2.02,37,5,0.185,194,50,9.7,186.89825
287,75,21.525,278,10,2.78,83,5,0.415,324,50,16.2,272.11800000000005
108,75,8.1,202,10,2.02,49,5,0.245,52,50,2.6,86.21724999999999
115,75,8.625,303,10,3.03,124,5,0.62,372,50,18.6,205.31875000000002
78,75,5.85,106,10,1.06,52,5,0.26,399,50,19.95,180.34799999999998
255,75,19.125,207,10,2.07,110,5,0.55,311,50,15.55,248.01175000000003
196,75,14.7,339,10,3.39,57,5,0.285,128,50,6.4,164.75375
311,75,23.325,267,10,2.67,42,5,0.21,81,50,4.05,201.19575
229,75,17.175,344,10,3.44,53,5,0.265,335,50,16.75,250.23950000000002
302,75,22.65,107,10,1.07,91,5,0.455,312,50,15.6,264.50375
214,75,16.05,80,10,0.8,97,5,0.485,229,50,11.45,191.42025
156,75,11.7,223,10,2.23,77,5,0.385,76,50,3.8,120.46475
238,75,17.85,179,10,1.79,38,5,0.19,90,50,4.5,161.79450000000003
169,75,12.675,88,10,0.88,139,5,0.695,259,50,12.95,180.88000000000002
120,75,9.0,112,10,1.12,39,5,0.195,201,50,10.05,135.42725000000002
73,75,5.475,61,10,0.61,23,5,0.115,353,50,17.65,158.6025
197,75,14.775,267,10,2.67,30,5,0.15,299,50,14.95,216.42425000000003
327,75,24.525,197,10,1.97,55,5,0.275,219,50,10.95,250.838
111,75,8.325,138,10,1.38,68,5,0.34,181,50,9.05,126.98175
311,75,23.325,324,10,3.24,120,5,0.6,126,50,6.3,222.54225
260,75,19.5,337,10,3.37,144,5,0.72,98,50,4.9,189.45850000000002
69,75,5.175,334,10,3.34,45,5,0.225,333,50,16.65,168.8435
340,75,25.5,65,10,0.65,103,5,0.515,196,50,9.8,242.49225000000004
182,75,13.65,163,10,1.63,51,5,0.255,76,50,3.8,128.57775
104,75,7.8,337,10,3.37,52,5,0.26,207,50,10.35,144.83700000000002
52,75,3.9,254,10,2.54,60,5,0.3,100,50,5.0,78.071
241,75,18.075,178,10,1.78,142,5,0.71,233,50,11.65,214.22975000000002
73,75,5.475,126,10,1.26,110,5,0.55,320,50,16.0,154.84525000000002
187,75,14.025,78,10,0.78,46,5,0.23,222,50,11.1,173.79775
65,75,4.875,279,10,2.79,103,5,0.515,398,50,19.9,186.732
226,75,16.95,91,10,0.91,20,5,0.1,94,50,4.7,150.68900000000002
118,75,8.85,317,10,3.17,144,5,0.72,212,50,10.6,155.211
311,75,23.325,111,10,1.11,76,5,0.38,269,50,13.45,254.46225
134,75,10.05,279,10,2.79,59,5,0.295,208,50,10.4,156.50775000000002
232,75,17.4,322,10,3.22,27,5,0.135,310,50,15.5,241.09574999999998
72,75,5.4,131,10,1.31,24,5,0.12,124,50,6.2,86.64950000000002
297,75,22.275,89,10,0.89,137,5,0.685,361,50,18.05,278.635
323,75,24.225,82,10,0.82,76,5,0.38,68,50,3.4,191.68625
316,75,23.7,342,10,3.42,146,5,0.73,123,50,6.15,226.10000000000002
222,75,16.65,298,10,2.98,53,5,0.265,91,50,4.55,162.55925000000002
134,75,10.05,207,10,2.07,46,5,0.23,384,50,19.2,209.8075
305,75,22.875,295,10,2.95,117,5,0.585,390,50,19.5,305.3015
74,75,5.55,293,10,2.93,37,5,0.185,102,50,5.1,91.53725000000001
246,75,18.45,74,10,0.74,43,5,0.215,347,50,17.35,244.42074999999997
138,75,10.35,167,10,1.67,67,5,0.335,198,50,9.9,147.99575000000002
118,75,8.85,59,10,0.59,64,5,0.32,285,50,14.25,159.66649999999998
290,75,21.75,272,10,2.72,55,5,0.275,183,50,9.15,225.40175
325,75,24.375,308,10,3.08,146,5,0.73,105,50,5.25,222.34275000000002
287,75,21.525,158,10,1.58,140,5,0.7,102,50,5.1,192.21824999999998
61,75,4.575,318,10,3.18,91,5,0.455,185,50,9.25,116.10900000000001
170,75,12.75,202,10,2.02,143,5,0.715,210,50,10.5,172.80025
177,75,13.275,238,10,2.38,46,5,0.23,300,50,15.0,205.38525
262,75,19.65,59,10,0.59,98,5,0.49,351,50,17.55,254.562
331,75,24.825,124,10,1.24,30,5,0.15,52,50,2.6,191.61974999999998
296,75,22.2,150,10,1.5,98,5,0.49,125,50,6.25,202.426
198,75,14.85,283,10,2.83,26,5,0.13,268,50,13.4,207.5465
174,75,13.05,167,10,1.67,110,5,0.55,95,50,4.75,133.13300000000004
54,75,4.05,245,10,2.45,46,5,0.23,343,50,17.15,158.802
110,75,8.25,187,10,1.87,21,5,0.105,377,50,18.85,193.34875000000002
290,75,21.75,50,10,0.5,121,5,0.605,348,50,17.4,267.69575
139,75,10.425,275,10,2.75,96,5,0.48,217,50,10.85,162.95825000000002
78,75,5.85,278,10,2.78,96,5,0.48,274,50,13.7,151.6865
281,75,21.075,50,10,0.5,33,5,0.165,227,50,11.35,220.0485
59,75,4.425,202,10,2.02,46,5,0.23,153,50,7.65,95.26125000000002
133,75,9.975,246,10,2.46,48,5,0.24,361,50,18.05,204.32125000000002
280,75,21.0,184,10,1.84,98,5,0.49,251,50,12.55,238.60199999999998
65,75,4.875,141,10,1.41,128,5,0.64,295,50,14.75,144.13875000000002
88,75,6.6,111,10,1.11,68,5,0.34,389,50,19.45,182.875
73,75,5.475,312,10,3.12,43,5,0.215,285,50,14.25,153.349
230,75,17.25,144,10,1.44,41,5,0.205,265,50,13.25,213.76424999999998
262,75,19.65,159,10,1.59,90,5,0.45,285,50,14.25,239.001
274,75,20.55,323,10,3.23,48,5,0.24,320,50,16.0,266.133
189,75,14.175,61,10,0.61,103,5,0.515,268,50,13.4,190.85500000000002
197,75,14.775,129,10,1.29,39,5,0.195,55,50,2.75,126.41650000000001
278,75,20.85,292,10,2.92,114,5,0.57,354,50,17.7,279.56600000000003
113,75,8.475,216,10,2.16,113,5,0.565,264,50,13.2,162.26
231,75,17.325,79,10,0.79,44,5,0.22,58,50,2.9,141.21274999999997
116,75,8.7,254,10,2.54,136,5,0.68,92,50,4.6,109.85799999999998
285,75,21.375,217,10,2.17,59,5,0.295,62,50,3.1,179.15100000000004
147,75,11.025,125,10,1.25,67,5,0.335,98,50,4.9,116.44150000000002
341,75,25.575,110,10,1.1,105,5,0.525,374,50,18.7,305.235
139,75,10.425,117,10,1.17,44,5,0.22,184,50,9.2,139.74975
106,75,7.95,283,10,2.83,83,5,0.415,227,50,11.35,149.92425000000003
101,75,7.575,159,10,1.59,114,5,0.57,191,50,9.55,128.24525000000003
119,75,8.925,293,10,2.93,120,5,0.6,99,50,4.95,115.74325000000002
115,75,8.625,145,10,1.45,64,5,0.32,211,50,10.55,139.28425000000001
79,75,5.925,153,10,1.53,102,5,0.51,77,50,3.85,78.56975
345,75,25.875,69,10,0.69,20,5,0.1,61,50,3.05,197.60475000000002
189,75,14.175,69,10,0.69,45,5,0.225,187,50,9.35,162.52599999999998
150,75,11.25,137,10,1.37,134,5,0.67,237,50,11.85,167.181
347,75,26.025,304,10,3.04,117,5,0.585,70,50,3.5,220.4475
232,75,17.4,199,10,1.99,85,5,0.425,294,50,14.7,229.52475
315,75,23.625,109,10,1.09,42,5,0.21,281,50,14.05,259.18375000000003
232,75,17.4,308,10,3.08,41,5,0.205,145,50,7.25,185.76774999999998
290,75,21.75,220,10,2.2,148,5,0.74,382,50,19.1,291.2035
269,75,20.175,263,10,2.63,109,5,0.545,249,50,12.45,238.07
154,75,11.55,124,10,1.24,147,5,0.735,231,50,11.55,166.74875000000003
95,75,7.125,189,10,1.89,116,5,0.58,314,50,15.7,168.21175000000002
70,75,5.25,234,10,2.34,32,5,0.16,124,50,6.2,92.7675
231,75,17.325,292,10,2.92,78,5,0.39,379,50,18.95,263.24024999999995
187,75,14.025,218,10,2.18,121,5,0.605,394,50,19.7,242.79150000000004
190,75,14.25,238,10,2.38,52,5,0.26,378,50,18.9,238.0035
126,75,9.45,205,10,2.05,111,5,0.555,252,50,12.6,163.95575000000002
114,75,8.55,318,10,3.18,116,5,0.58,132,50,6.6,125.75150000000001
240,75,18.0,213,10,2.13,79,5,0.395,194,50,9.7,200.99625
292,75,21.9,185,10,1.85,118,5,0.59,240,50,12.0,241.66100000000003
259,75,19.425,169,10,1.69,20,5,0.1,297,50,14.85,239.83225000000004
105,75,7.875,183,10,1.83,76,5,0.38,351,50,17.55,183.77275000000003
199,75,14.925,278,10,2.78,72,5,0.36,354,50,17.7,237.83725
242,75,18.15,272,10,2.72,57,5,0.285,354,50,17.7,258.38575
258,75,19.35,58,10,0.58,40,5,0.2,375,50,18.75,258.55199999999996
72,75,5.4,184,10,1.84,134,5,0.67,276,50,13.8,144.37150000000003
91,75,6.825,152,10,1.52,133,5,0.665,72,50,3.6,83.85650000000001
257,75,19.275,337,10,3.37,121,5,0.605,105,50,5.25,189.525
272,75,20.4,64,10,0.64,103,5,0.515,141,50,7.05,190.22325
169,75,12.675,104,10,1.04,40,5,0.2,357,50,17.85,211.23725000000002
274,75,20.55,93,10,0.93,88,5,0.44,241,50,12.05,225.9005
219,75,16.425,263,10,2.63,120,5,0.6,223,50,11.15,204.85325
184,75,13.8,186,10,1.86,149,5,0.745,202,50,10.1,176.25825000000003
304,75,22.8,93,10,0.93,87,5,0.435,83,50,4.15,188.29475
326,75,24.45,166,10,1.66,38,5,0.19,335,50,16.75,286.28249999999997
267,75,20.025,248,10,2.48,70,5,0.35,140,50,7.0,198.53575
190,75,14.25,182,10,1.82,133,5,0.665,227,50,11.35,186.76525
179,75,13.425,289,10,2.89,143,5,0.715,206,50,10.3,181.74450000000002
188,75,14.1,280,10,2.8,51,5,0.255,335,50,16.75,225.46825
253,75,18.975,203,10,2.03,78,5,0.39,127,50,6.35,184.50425000000004
228,75,17.1,126,10,1.26,91,5,0.455,360,50,18.0,244.81975
117,75,8.775,181,10,1.81,137,5,0.685,299,50,14.95,174.363
214,75,16.05,265,10,2.65,49,5,0.245,142,50,7.1,173.19925000000003
205,75,15.375,289,10,2.89,77,5,0.385,67,50,3.35,146.30000000000004
110,75,8.25,113,10,1.13,148,5,0.74,330,50,16.5,177.023
109,75,8.175,184,10,1.84,103,5,0.515,325,50,16.25,178.08700000000002
348,75,26.1,282,10,2.82,43,5,0.215,110,50,5.5,230.32275000000004
172,75,12.9,265,10,2.65,74,5,0.37,71,50,3.55,129.4755
272,75,20.4,121,10,1.21,114,5,0.57,54,50,2.7,165.452
107,75,8.025,163,10,1.63,74,5,0.37,175,50,8.75,124.85374999999999
69,75,5.175,176,10,1.76,28,5,0.14,174,50,8.7,104.90375
313,75,23.475,227,10,2.27,113,5,0.565,259,50,12.95,261.07900000000006
266,75,19.95,337,10,3.37,36,5,0.18,218,50,10.9,228.76
90,75,6.75,122,10,1.22,33,5,0.165,338,50,16.9,166.48274999999998
249,75,18.675,97,10,0.97,100,5,0.5,245,50,12.25,215.42675
140,75,10.5,322,10,3.22,115,5,0.575,117,50,5.85,133.96425
137,75,10.275,92,10,0.92,149,5,0.745,232,50,11.6,156.541
216,75,16.2,311,10,3.11,31,5,0.155,241,50,12.05,209.57475000000002
96,75,7.2,80,10,0.8,132,5,0.66,202,50,10.1,124.75399999999999
167,75,12.525,316,10,3.16,110,5,0.55,364,50,18.2,228.99275000000003
305,75,22.875,297,10,2.97,132,5,0.66,66,50,3.3,198.20325
331,75,24.825,280,10,2.8,127,5,0.635,336,50,16.8,299.64900000000006
155,75,11.625,102,10,1.02,68,5,0.34,233,50,11.65,163.82274999999998
144,75,10.8,305,10,3.05,115,5,0.575,172,50,8.6,153.11625
108,75,8.1,345,10,3.45,91,5,0.455,262,50,13.1,166.94825
57,75,4.275,279,10,2.79,71,5,0.355,92,50,4.6,79.933
194,75,14.55,203,10,2.03,46,5,0.23,337,50,16.85,223.83900000000003
158,75,11.85,190,10,1.9,135,5,0.675,266,50,13.3,184.37125000000003
94,75,7.05,199,10,1.99,84,5,0.42,58,50,2.9,82.194
147,75,11.025,157,10,1.57,111,5,0.555,276,50,13.8,179.21750000000003
283,75,21.225,256,10,2.56,140,5,0.7,376,50,18.8,287.84524999999996
255,75,19.125,273,10,2.73,133,5,0.665,139,50,6.95,195.9755
182,75,13.65,151,10,1.51,90,5,0.45,66,50,3.3,125.75150000000001
244,75,18.3,252,10,2.52,81,5,0.405,184,50,9.2,202.32625000000002
299,75,22.425,62,10,0.62,37,5,0.185,102,50,5.1,188.3945
196,75,14.7,288,10,2.88,59,5,0.295,87,50,4.35,147.79625000000001
198,75,14.85,329,10,3.29,108,5,0.54,159,50,7.95,177.08950000000002
136,75,10.2,158,10,1.58,73,5,0.365,75,50,3.75,105.70175
145,75,10.875,166,10,1.66,54,5,0.27,151,50,7.55,135.36075
134,75,10.05,232,10,2.32,48,5,0.24,255,50,12.75,168.644
126,75,9.45,315,10,3.15,69,5,0.345,362,50,18.1,206.44925000000003
267,75,20.025,291,10,2.91,91,5,0.455,218,50,10.9,228.0285
331,75,24.825,323,10,3.23,56,5,0.28,166,50,8.3,243.62275000000005
225,75,16.875,110,10,1.1,115,5,0.575,283,50,14.15,217.45500000000004
248,75,18.6,102,10,1.02,57,5,0.285,379,50,18.95,258.38575000000003
132,75,9.9,62,10,0.62,49,5,0.245,272,50,13.6,162.02725
145,75,10.875,323,10,3.23,117,5,0.585,289,50,14.45,193.781
119,75,8.925,52,10,0.52,94,5,0.47,263,50,13.15,153.38225000000003
331,75,24.825,72,10,0.72,72,5,0.36,158,50,7.9,224.80325000000002
256,75,19.2,73,10,0.73,60,5,0.3,87,50,4.35,163.457
131,75,9.825,205,10,2.05,70,5,0.35,111,50,5.55,118.20375
187,75,14.025,208,10,2.08,108,5,0.54,356,50,17.8,229.05925000000002
318,75,23.85,128,10,1.28,139,5,0.695,85,50,4.25,199.99875000000003
138,75,10.35,118,10,1.18,25,5,0.125,204,50,10.2,145.33575
92,75,6.9,241,10,2.41,122,5,0.61,296,50,14.8,164.388
137,75,10.275,190,10,1.9,148,5,0.74,382,50,19.1,212.89975
247,75,18.525,304,10,3.04,124,5,0.62,112,50,5.6,184.77024999999998
169,75,12.675,341,10,3.41,55,5,0.275,263,50,13.15,196.2415
281,75,21.075,189,10,1.89,31,5,0.155,287,50,14.35,249.1755
340,75,25.5,99,10,0.99,26,5,0.13,330,50,16.5,286.748
264,75,19.8,178,10,1.78,108,5,0.54,341,50,17.05,260.4805
172,75,12.9,165,10,1.65,39,5,0.195,144,50,7.2,145.93425000000002
227,75,17.025,346,10,3.46,142,5,0.71,363,50,18.15,261.64425
224,75,16.8,319,10,3.19,99,5,0.495,286,50,14.3,231.32025000000004
214,75,16.05,128,10,1.28,78,5,0.39,197,50,9.85,183.34050000000002
159,75,11.925,257,10,2.57,36,5,0.18,355,50,17.75,215.62625
194,75,14.55,278,10,2.78,74,5,0.37,146,50,7.3,166.25000000000003
254,75,19.05,119,10,1.19,60,5,0.3,265,50,13.25,224.70350000000005
114,75,8.55,62,10,0.62,83,5,0.415,263,50,13.15,151.18775
61,75,4.575,293,10,2.93,67,5,0.335,84,50,4.2,80.06600000000002
81,75,6.075,280,10,2.8,33,5,0.165,181,50,9.05,120.2985
266,75,19.95,291,10,2.91,117,5,0.585,149,50,7.45,205.45175
56,75,4.2,81,10,0.81,29,5,0.145,145,50,7.25,82.49325
114,75,8.55,73,10,0.73,20,5,0.1,386,50,19.3,190.722
101,75,7.575,299,10,2.99,76,5,0.38,384,50,19.2,200.46425000000002
156,75,11.7,212,10,2.12,34,5,0.17,193,50,9.65,157.20600000000002
162,75,12.15,334,10,3.34,32,5,0.16,255,50,12.75,188.86
261,75,19.575,113,10,1.13,140,5,0.7,189,50,9.45,205.18574999999998
259,75,19.425,328,10,3.28,44,5,0.22,267,50,13.35,241.22875
122,75,9.15,297,10,2.97,122,5,0.61,234,50,11.7,162.45950000000002
256,75,19.2,229,10,2.29,29,5,0.145,227,50,11.35,219.35025000000002
165,75,12.375,145,10,1.45,75,5,0.375,254,50,12.7,178.885
321,75,24.075,319,10,3.19,93,5,0.465,157,50,7.85,236.607
92,75,6.9,152,10,1.52,133,5,0.665,142,50,7.1,107.63025000000002
316,75,23.7,223,10,2.23,73,5,0.365,312,50,15.6,278.60175
156,75,11.7,301,10,3.01,59,5,0.295,357,50,17.85,218.48575000000002
72,75,5.4,265,10,2.65,124,5,0.62,189,50,9.45,120.49799999999999
127,75,9.525,75,10,0.75,77,5,0.385,200,50,10.0,137.389
54,75,4.05,139,10,1.39,69,5,0.345,355,50,17.75,156.50775000000002
180,75,13.5,62,10,0.62,135,5,0.675,322,50,16.1,205.45175000000003
179,75,13.425,180,10,1.8,112,5,0.56,364,50,18.2,226.00025
305,75,22.875,137,10,1.37,37,5,0.185,137,50,6.85,208.01200000000003
78,75,5.85,249,10,2.49,46,5,0.23,289,50,14.45,153.083
298,75,22.35,122,10,1.22,34,5,0.17,365,50,18.25,279.23350000000005
169,75,12.675,100,10,1.0,148,5,0.74,115,50,5.75,134.09725
349,75,26.175,98,10,0.98,119,5,0.595,135,50,6.75,229.425
197,75,14.775,202,10,2.02,48,5,0.24,251,50,12.55,196.74025
272,75,20.4,216,10,2.16,28,5,0.14,263,50,13.15,238.40250000000003
250,75,18.75,107,10,1.07,45,5,0.225,127,50,6.35,175.52675000000002
167,75,12.525,127,10,1.27,141,5,0.705,338,50,16.9,208.81
132,75,9.9,104,10,1.04,114,5,0.57,395,50,19.75,207.87900000000002
111,75,8.325,86,10,0.86,34,5,0.17,301,50,15.05,162.29325000000003
236,75,17.7,58,10,0.58,21,5,0.105,179,50,8.95,181.77775
277,75,20.775,84,10,0.84,34,5,0.17,134,50,6.7,189.42525
302,75,22.65,128,10,1.28,22,5,0.11,227,50,11.35,235.3435
234,75,17.55,220,10,2.2,31,5,0.155,117,50,5.85,171.27075000000002
209,75,15.675,190,10,1.9,91,5,0.455,290,50,14.5,216.32450000000003
69,75,5.175,74,10,0.74,95,5,0.475,80,50,4.0,69.0935
